序号,汉字,发音,首字母,笔画数,几级字,多音数
6132,魉,liǎng,L,16,2,
6133,魈,xiāo,X,16,2,
6134,徼,jiào,J,16,2,
6135,歙,shè,S,16,2,
6136,膳,shàn,S,16,2,
6137,膦,lìn,L,16,2,
6138,膙,jiǎng,J,16,2,
6139,鲮,líng,L,16,2,
6140,鲱,fēi,F,16,2,
6141,鲲,kūn,K,16,2,
6142,鲳,chāng,C,16,2,
6143,鲴,gù,G,16,2,
6144,鲵,ní,N,16,2,
6145,鲷,diāo,D,16,2,
6146,鲻,zī,Z,16,2,
6147,獴,měng,M,16,2,
6148,獭,tǎ,T,16,2,
6149,獬,xiè,X,16,2,
6150,邂,xiè,X,16,2,
6151,鹧,zhè,Z,16,2,
6152,廨,xiè,X,16,2,
6153,赟,yūn,Y,16,2,
6154,瘰,luǒ,L,16,2,
6155,廪,lǐn,L,16,2,
6156,瘿,yǐng,Y,16,2,
6157,瘵,zhài,Z,16,2,
6158,瘴,zhàng,Z,16,2,
6159,癃,lóng,L,16,2,
6160,瘳,chōu,C,16,2,
6161,斓,lán,L,16,2,
6162,麇,jūn|qún,J,16,2,2
6163,麈,zhǔ,Z,16,2,
6164,嬴,yíng,Y,16,2,
6165,壅,yōng,Y,16,2,
6166,羲,xī,X,16,2,
6167,糗,qiǔ,Q,16,2,
6168,瞥,piē,P,16,2,
6169,甑,zèng,Z,16,2,
6170,燎,liáo|liǎo,L,16,2,2
6171,燠,yù,Y,16,2,
6172,燔,fán,F,16,2,
6173,燧,suì,S,16,2,
6174,濑,lài,L,16,2,
6175,濉,suī,S,16,2,
6176,潞,lù,L,16,2,
6177,澧,lǐ,L,16,2,
6178,澹,dàn|tán,D,16,2,2
6179,澥,xiè,X,16,2,
6180,澶,chán,C,16,2,
6181,濂,lián,L,16,2,
6182,褰,qiān,Q,16,2,
6183,寰,huán,H,16,2,
6184,窸,xī,X,16,2,
6185,褶,zhě,Z,16,2,
6186,禧,xǐ,X,16,2,
6187,嬖,bì,B,16,2,
6188,犟,jiàng,J,16,2,
6189,隰,xí,X,16,2,
6190,嬗,shàn,S,16,2,
6191,颡,sǎng,S,16,2,
6192,缱,qiǎn,Q,16,2,
6193,缲,qiāo,Q,16,2,
6194,缳,huán,H,16,2,
6195,璨,càn,C,17,2,
6196,璩,qú,Q,17,2,
6197,璐,lù,L,17,2,
6198,璪,zǎo,Z,17,2,
6199,螫,shì,S,17,2,
6200,擤,xǐng,X,17,2,
6201,壕,háo,H,17,2,
6202,觳,hú,H,17,2,
6203,罄,qìng,Q,17,2,
6204,擢,zhuó,Z,17,2,
6205,薹,tái,T,17,2,
6206,鞡,la,L,17,2,
6207,鞬,jiān,J,17,2,
6208,薷,rú,R,17,2,
6209,薰,xūn,X,17,2,
6210,藓,xiǎn,X,17,2,
6211,藁,gǎo,G,17,2,
6212,檄,xí,X,17,2,
6213,檩,lǐn,L,17,2,
6214,懋,mào,M,17,2,
6215,醢,hǎi,H,17,2,
6216,翳,yì,Y,17,2,
6217,礅,dūn,D,17,2,
6218,磴,dèng,D,17,2,
6219,鹩,liáo,L,17,2,
6220,龋,qǔ,Q,17,2,
6221,龌,wò,W,17,2,
6222,豳,bīn,B,17,2,
6223,壑,hè,H,17,2,
6224,黻,fú,F,17,2,
6225,嚏,tì,T,17,2,
6226,嚅,rú,R,17,2,
6227,蹑,niè,N,17,2,
6228,蹒,pán,P,17,2,
6229,蹊,qī|xī,Q,17,2,2
6230,蟥,huáng,H,17,2,
6231,螬,cáo,C,17,2,
6232,螵,piāo,P,17,2,
6233,疃,tuǎn,T,17,2,
6234,螳,táng,T,17,2,
6235,蟑,zhāng,Z,17,2,
6236,嚓,cā|chā,C,17,2,2
6237,羁,jī,J,17,2,
6238,罽,jì,J,17,2,
6239,罾,zēng,Z,17,2,
6240,嶷,yí,Y,17,2,
6241,黜,chù,C,17,2,
6242,黝,yǒu,Y,17,2,
6243,髁,kē,K,17,2,
6244,髀,bì,B,17,2,
6245,镡,chán|tán,C,17,2,2
6246,镢,jué,J,17,2,
6247,镣,liào,L,17,2,
6248,镦,dūn,D,17,2,
6249,镧,lán,L,17,2,
6250,镩,cuān,C,17,2,
6251,镪,qiāng,Q,17,2,
6252,镫,dèng,D,17,2,
6253,罅,xià,X,17,2,
6254,黏,nián,N,17,2,
6255,簌,sù,S,17,2,
6256,篾,miè,M,17,2,
6257,篼,dōu,D,17,2,
6258,簖,duàn,D,17,2,
6259,簋,guǐ,G,17,2,
6260,鼢,fén,F,17,2,
6261,黛,dài,D,17,2,
6262,儡,lěi,L,17,2,
6263,鹪,jiāo,J,17,2,
6264,鼾,hān,H,17,2,
6265,皤,pó,P,17,2,
6266,魍,wǎng,W,17,2,
6267,龠,yuè,Y,17,2,
6268,繇,yóu,Y,17,2,
6269,貘,mò,M,17,2,
6270,邈,miǎo,M,17,2,
6271,貔,pí,P,17,2,
6272,臌,gǔ,G,17,2,
6273,膻,dàn|shān,D,17,2,2
6274,臆,yì,Y,17,2,
6275,臃,yōng,Y,17,2,
6276,鲼,fèn,F,17,2,
6277,鲽,dié,D,17,2,
6278,鳀,tí,T,17,2,
6279,鳃,sāi,S,17,2,
6280,鳅,qiū,Q,17,2,
6281,鳇,huáng,H,17,2,
6282,鳊,biān,B,17,2,
6283,螽,zhōng,Z,17,2,
6284,燮,xiè,X,17,2,
6285,鹫,jiù,J,17,2,
6286,襄,xiāng,X,17,2,
6287,糜,méi|mí,M,17,2,2
6288,縻,mí,M,17,2,
6289,膺,yīng,Y,17,2,
6290,癍,bān,B,17,2,
6291,麋,mí,M,17,2,
6292,懑,mèn,M,17,2,
6293,濡,rú,R,17,2,
6294,濮,pú,P,17,2,
6295,濞,bì,B,17,2,
6296,濠,háo,H,17,2,
6297,濯,zhuó,Z,17,2,
6298,蹇,jiǎn,J,17,2,
6299,謇,jiǎn,J,17,2,
6300,邃,suì,S,17,2,
6301,襁,qiǎng,Q,17,2,
6302,檗,bò,B,17,2,
6303,擘,bò,B,17,2,
6304,孺,rú,R,17,2,
6305,隳,huī,H,17,2,
6306,嬷,mó,M,17,2,
6307,蟊,máo,M,17,2,
6308,鹬,yù,Y,17,2,
6309,鍪,móu,M,17,2,
6310,鏊,ào,À,18,2,
6311,鳌,áo,Á,18,2,
6312,鬈,quán,Q,18,2,
6313,鬃,zōng,Z,18,2,
6314,瞽,gǔ,G,18,2,
6315,鞯,jiān,J,18,2,
6316,鞨,hé,H,18,2,
6317,鞫,jū,J,18,2,
6318,鞧,qiū,Q,18,2,
6319,鞣,róu,R,18,2,
6320,藜,lí,L,18,2,
6321,藠,jiào,J,18,2,
6322,藩,fān,F,18,2,
6323,醪,láo,L,18,2,
6324,蹙,cù,C,18,2,
6325,礓,jiāng,J,18,2,
6326,燹,xiǎn,X,18,2,
6327,餮,tiè,T,18,2,
6328,瞿,qú,Q,18,2,
6329,曛,xūn,X,18,2,
6330,颢,hào,H,18,2,
6331,曜,yào,Y,18,2,
6332,躇,chú,C,18,2,
6333,蹚,tāng,T,18,2,
6334,鹭,lù,L,18,2,
6335,蟛,péng,P,18,2,
6336,蟪,huì,H,18,2,
6337,蟠,pán,P,18,2,
6338,蟮,shàn,S,18,2,
6339,鹮,huán,H,18,2,
6340,黠,xiá,X,18,2,
6341,黟,yī,Y,18,2,
6342,髅,lóu,L,18,2,
6343,髂,qià,Q,18,2,
6344,镬,huò,H,18,2,
6345,镭,léi,L,18,2,
6346,镯,zhuó,Z,18,2,
6347,馥,fù,F,18,2,
6348,簟,diàn,D,18,2,
6349,簪,zān,Z,18,2,
6350,鼬,yòu,Y,18,2,
6351,雠,chóu,C,18,2,
6352,艟,chōng,C,18,2,
6353,鳎,tǎ,T,18,2,
6354,鳏,guān,G,18,2,
6355,鳐,yáo,Y,18,2,
6356,癞,lài,L,18,2,
6357,癔,yì,Y,18,2,
6358,癜,diàn,D,18,2,
6359,癖,pǐ,P,18,2,
6360,糨,jiàng,J,18,2,
6361,蹩,bié,B,18,2,
6362,鎏,liú,L,18,2,
6363,懵,měng,M,18,2,
6364,彝,yí,Y,18,2,
6365,邋,lā,L,18,2,
6366,鬏,jiū,J,19,2,
6367,攉,huō,H,19,2,
6368,攒,cuán|zǎn,C,19,2,2
6369,鞲,gōu,G,19,2,
6370,鞴,bèi,B,19,2,
6371,藿,huò,H,19,2,
6372,蘧,qú,Q,19,2,
6373,蘅,héng,H,19,2,
6374,麓,lù,L,19,2,
6375,醮,jiào,J,19,2,
6376,醯,xī,X,19,2,
6377,酃,líng,L,19,2,
6378,霪,yín,Y,19,2,
6379,霭,ǎi,Ǎ,19,2,
6380,霨,wèi,W,19,2,
6381,黼,fǔ,F,19,2,
6382,嚯,huò,H,19,2,
6383,蹰,chú,C,19,2,
6384,蹶,jué|juě,J,19,2,2
6385,蹽,liāo,L,19,2,
6386,蹼,pǔ,P,19,2,
6387,蹴,cù,C,19,2,
6388,蹾,dūn,D,19,2,
6389,蹿,cuān,C,19,2,
6390,蠖,huò,H,19,2,
6391,蠓,měng,M,19,2,
6392,蟾,chán,C,19,2,
6393,蠊,lián,L,19,2,
6394,黢,qū,Q,19,2,
6395,髋,kuān,K,19,2,
6396,髌,bìn,B,19,2,
6397,镲,chǎ,C,19,2,
6398,籀,zhòu,Z,19,2,
6399,籁,lài,L,19,2,
6400,齁,hōu,H,19,2,
6401,魑,chī,C,19,2,
6402,艨,méng,M,19,2,
6403,鳓,lè,L,19,2,
6404,鳔,biào,B,19,2,
6405,鳕,xuě,X,19,2,
6406,鳗,mán,M,19,2,
6407,鳙,yōng,Y,19,2,
6408,麒,qí,Q,19,2,
6409,鏖,áo,Á,19,2,
6410,羸,léi,L,19,2,
6411,㸆,kào,K,19,2,
6412,瀚,hàn,H,19,2,
6413,瀣,xiè,X,19,2,
6414,瀛,yíng,Y,19,2,
6415,襦,rú,R,19,2,
6416,谶,chèn,C,19,2,
6417,襞,bì,B,19,2,
6418,骥,jì,J,19,2,
6419,缵,zuǎn,Z,19,2,
6420,瓒,zàn,Z,20,2,
6421,攘,rǎng,R,20,2,
6422,蘩,fán,F,20,2,
6423,蘖,niè,N,20,2,
6424,醴,lǐ,L,20,2,
6425,霰,xiàn,X,20,2,
6426,酆,fēng,F,20,2,
6427,矍,jué,J,20,2,
6428,曦,xī,X,20,2,
6429,躅,zhú,Z,20,2,
6430,鼍,tuó,T,20,2,
6431,巉,chán,C,20,2,
6432,黩,dú,D,20,2,
6433,黥,qíng,Q,20,2,
6434,黪,cǎn,C,20,2,
6435,镳,biāo,B,20,2,
6436,镴,là,L,20,2,
6437,黧,lí,L,20,2,
6438,纂,zuǎn,Z,20,2,
6439,璺,wèn,W,20,2,
6440,鼯,wú,W,20,2,
6441,臜,zā,Z,20,2,
6442,鳜,guì,G,20,2,
6443,鳝,shàn,S,20,2,
6444,鳟,zūn,Z,20,2,
6445,獾,huān,H,20,2,
6446,孀,shuāng,S,20,2,
6447,骧,xiāng,X,20,2,
6448,瓘,guàn,G,21,2,
6449,鼙,pí,P,21,2,
6450,醺,xūn,X,21,2,
6451,礴,bó,B,21,2,
6452,颦,pín,P,21,2,
6453,曩,nǎng,N,21,2,
6454,鳢,lǐ,L,21,2,
6455,癫,diān,D,21,2,
6456,麝,shè,S,21,2,
6457,夔,kuí,K,21,2,
6458,爝,jué,J,21,2,
6459,灏,hào,H,21,2,
6460,禳,ráng,R,21,2,
6461,鐾,bèi,B,21,2,
6462,羼,chàn,C,21,2,
6463,蠡,lí|lǐ,L,21,2,2
6464,耱,mò,M,22,2,
6465,懿,yì,Y,22,2,
6466,蘸,zhàn,Z,22,2,
6467,鹳,guàn,G,22,2,
6468,霾,mái,M,22,2,
6469,氍,qú,Q,22,2,
6470,饕,tāo,T,22,2,
6471,躐,liè,L,22,2,
6472,髑,dú,D,22,2,
6473,镵,chán,C,22,2,
6474,穰,ráng,R,22,2,
6475,饔,yōng,Y,22,2,
6476,鬻,yù,Y,22,2,
6477,鬟,huán,H,23,2,
6478,趱,zǎn,Z,23,2,
6479,攫,jué,J,23,2,
6480,攥,zuàn,Z,23,2,
6481,颧,quán,Q,23,2,
6482,躜,zuān,Z,23,2,
6483,鼹,yǎn,Y,23,2,
6484,癯,qú,Q,23,2,
6485,麟,lín,L,23,2,
6486,蠲,juān,J,23,2,
6487,蠹,dù,D,24,2,
6488,躞,xiè,X,24,2,
6489,衢,qú,Q,24,2,
6490,鑫,xīn,X,24,2,
6491,灞,bà,B,24,2,
6492,襻,pàn,P,24,2,
6493,纛,dào,D,25,2,
6494,鬣,liè,L,25,2,
6495,攮,nǎng,N,25,2,
6496,囔,nāng,N,25,2,
6497,馕,náng|nǎng,N,25,2,2
6498,戆,gàng|zhuàng,G,25,2,2
6499,爨,cuàn,C,30,2,
6500,齉,nàng,N,36,2,
6501,亍,chù,C,3,3,
6502,尢,wāng,W,3,3,
6503,彳,chì,C,3,3,
6504,卬,áng,Á,4,3,
6505,殳,shū,S,4,3,
6506,𠙶,ǒu,Ǒ,4,3,
6507,毌,guàn,G,4,3,
6508,邘,yú,Y,5,3,
6509,戋,jiān,J,5,3,
6510,圢,tǐng,T,5,3,
6511,氕,piē,P,5,3,
6512,伋,jí,J,5,3,
6513,仝,tóng,T,5,3,
6514,冮,gāng,G,5,3,
6515,氿,jiǔ,J,5,3,
6516,汈,diāo,D,5,3,
6517,氾,fán,F,5,3,
6518,忉,dāo,D,5,3,
6519,宄,guǐ,G,5,3,
6520,𬣙,xū,X,5,3,
6521,讱,rèn,R,5,3,
6522,扞,hàn,H,6,3,
6523,圲,qiān,Q,6,3,
6524,圫,tuō,T,6,3,
6525,芏,dù,D,6,3,
6526,芃,péng,P,6,3,
6527,朳,bā,B,6,3,
6528,朸,lì,L,6,3,
6529,𨙸,qí,Q,6,3,
6530,邨,cūn,C,6,3,
6531,吒,zhā,Z,6,3,
6532,吖,ā,Ā,6,3,
6533,屼,wù,W,6,3,
6534,屾,shēn,S,6,3,
6535,辿,chān,C,6,3,
6536,钆,gá,G,6,3,
6537,仳,pǐ,P,6,3,
6538,伣,qiàn,Q,6,3,
6539,伈,xǐn,X,6,3,
6540,癿,bié,B,6,3,
6541,甪,lù,L,6,3,
6542,邠,bīn,B,6,3,
6543,犴,àn|hān,À,6,3,2
6544,冱,hù,H,6,3,
6545,邡,fāng,F,6,3,
6546,闫,yán,Y,6,3,
6547,𬇕,wàn,W,6,3,
6548,汋,zhuó,Z,6,3,
6549,䜣,xīn,X,11,3,
6550,讻,xiōng,X,6,3,
6551,𬣞,zhǔ,Z,6,3,
6552,孖,zī,Z,6,3,
6553,𬘓,xún,X,6,3,
6554,纩,kuàng,K,6,3,
6555,玒,hóng,H,7,3,
6556,玓,dì,D,7,3,
6557,玘,qǐ,Q,7,3,
6558,玚,yáng,Y,7,3,
6559,刬,chàn,C,7,3,
6560,𫭟,ōu|qū,Ō,7,3,2
6561,坜,lì,L,7,3,
6562,坉,tún,T,7,3,
6563,扽,dèn,D,7,3,
6564,𫭢,lǔn,L,7,3,
6565,坋,fèn,F,7,3,
6566,扺,zhǐ,Z,7,3,
6567,㧑,huī,H,7,3,
6568,毐,ǎi,Ǎ,7,3,
6569,芰,jì,J,7,3,
6570,芣,fú,F,7,3,
6571,苊,è,È,7,3,
6572,苉,pǐ,P,7,3,
6573,芘,bǐ,B,7,3,
6574,芴,wù,W,7,3,
6575,芠,wén,W,7,3,
6576,𫇭,wěi,W,8,3,
6577,芤,kōu,K,7,3,
6578,杕,dì,D,7,3,
6579,杙,yì,Y,7,3,
6580,杄,qiān,Q,7,3,
6581,杧,máng,M,7,3,
6582,杩,mà,M,7,3,
6583,尪,wāng,W,7,3,
6584,尨,máng,M,7,3,
6585,轪,dài,D,7,3,
6586,𫐄,yuè,Y,7,3,
6587,坒,bì,B,7,3,
6588,芈,mǐ,M,7,3,
6589,旴,xū,X,7,3,
6590,旵,chǎn,C,7,3,
6591,呙,guō,G,7,3,
6592,㕮,fǔ,F,7,3,
6593,岍,qiān,Q,7,3,
6594,𫵷,lì,L,7,3,
6595,岠,jù,J,7,3,
6596,岜,bā,B,7,3,
6597,呇,mèn,M,7,3,
6598,冏,jiǒng,J,7,3,
6599,觃,yàn,Y,7,3,
6600,岙,ào,À,7,3,
6601,伾,pī,P,7,3,
6602,㑇,zhòu,Z,7,3,
6603,伭,xián,X,7,3,
6604,佖,bì,B,7,3,
6605,伲,ní,N,7,3,
6606,佁,yǐ,Y,7,3,
6607,飏,yáng,Y,7,3,
6608,狃,niǔ,N,7,3,
6609,闶,kàng,K,7,3,
6610,汧,qiān,Q,7,3,
6611,汫,jǐng,J,7,3,
6612,𣲘,wǔ,W,7,3,
6613,𣲗,wéi,W,7,3,
6614,沄,yún,Y,7,3,
6615,沘,bǐ,B,7,3,
6616,𬇙,bèi,B,7,3,
6617,汭,ruì,R,7,3,
6618,㳇,fù,F,7,3,
6619,沇,yǎn,Y,7,3,
6620,忮,zhì,Z,7,3,
6621,忳,tún,T,7,3,
6622,忺,xiān,X,7,3,
6623,𬣡,jiàn,J,7,3,
6624,祃,mà,M,7,3,
6625,诇,xiòng,X,7,3,
6626,邲,bì,B,7,3,
6627,诎,qū,Q,7,3,
6628,诐,bì,B,7,3,
6629,屃,xì,X,7,3,
6630,𫸩,kōu,K,7,3,
6631,岊,jié,J,7,3,
6632,阽,diàn,D,7,3,
6633,䢺,chū,C,8,3,
6634,阼,zuò,Z,7,3,
6635,妧,yuán,Y,7,3,
6636,妘,yún,Y,7,3,
6637,𨚕,biàn,B,7,3,
6638,纮,hóng,H,7,3,
6639,驲,rì,R,7,3,
6640,𫘜,wén,W,7,3,
6641,纻,zhù,Z,7,3,
6642,𬘘,dǎn,D,7,3,
6643,𫘝,jué,J,7,3,
6644,纼,zhèn,Z,7,3,
6645,玤,bàng,B,8,3,
6646,玞,fū,F,8,3,
6647,玱,qiāng,Q,8,3,
6648,玟,wén,W,8,3,
6649,邽,guī,G,8,3,
6650,邿,shī,S,8,3,
6651,坥,qū,Q,8,3,
6652,坰,jiōng,J,8,3,
6653,坬,guà|wā,G,8,3,2
6654,坽,líng,L,8,3,
6655,弆,jǔ,J,8,3,
6656,耵,dīng,D,8,3,
6657,䢼,gōng,G,9,3,
6658,𦭜,zhī,Z,9,3,
6659,茋,dǐ,D,8,3,
6660,苧,níng,N,8,3,
6661,苾,bì,B,8,3,
6662,苠,mín,M,8,3,
6663,枅,jī,J,8,3,
6664,㭎,gāng,G,8,3,
6665,枘,ruì,R,8,3,
6666,枍,yì,Y,8,3,
6667,矼,gāng,G,8,3,
6668,矻,kū,K,8,3,
6669,匼,kē,K,8,3,
6670,𬨂,qí,Q,8,3,
6671,𬀩,wěi,W,8,3,
6672,𬀪,xiàn,X,8,3,
6673,旿,wǔ,W,8,3,
6674,昇,shēng,S,8,3,
6675,昄,bǎn,B,8,3,
6676,昒,hū,H,8,3,
6677,昈,hù,H,8,3,
6678,咉,yāng,Y,8,3,
6679,咇,bì,B,8,3,
6680,咍,hāi,H,8,3,
6681,岵,hù,H,8,3,
6682,岽,dōng,D,8,3,
6683,岨,jū|qū,J,8,3,2
6684,岞,zuò,Z,8,3,
6685,峂,tóng,T,8,3,
6686,㟃,sī,S,8,3,
6687,囷,qūn,Q,8,3,
6688,𬬩,yì,Y,8,3,
6689,钐,shān|shàn,S,8,3,2
6690,钔,mén,M,8,3,
6691,钖,yáng,Y,8,3,
6692,牥,fāng,F,8,3,
6693,佴,nài,N,8,3,
6694,垈,dài,D,8,3,
6695,侁,shēn,S,8,3,
6696,侹,tǐng,T,8,3,
6697,佸,huó,H,8,3,
6698,佺,quán,Q,8,3,
6699,隹,zhuī,Z,8,3,
6700,㑊,yì,Y,8,3,
6701,侂,tuō,T,8,3,
6702,佽,cì,C,8,3,
6703,侘,chà,C,8,3,
6704,郈,hòu,H,8,3,
6705,舠,dāo,D,8,3,
6706,郐,kuài,K,8,3,
6707,郃,hé,H,8,3,
6708,攽,bān,B,8,3,
6709,肭,nà,N,8,3,
6710,肸,xī,X,8,3,
6711,肷,qiǎn,Q,8,3,
6712,狉,pī,P,8,3,
6713,狝,xiǎn,X,8,3,
6714,饳,duò,D,8,3,
6715,忞,mín,M,8,3,
6716,於,yū|yú,Y,8,3,2
6717,炌,kài,K,8,3,
6718,炆,wén,W,8,3,
6719,泙,píng,P,8,3,
6720,沺,tián,T,8,3,
6721,泂,jiǒng,J,8,3,
6722,泜,zhī,Z,8,3,
6723,泃,jū,J,8,3,
6724,泇,jiā,J,8,3,
6725,怊,chāo,C,8,3,
6726,峃,xué,X,8,3,
6727,穸,xī,X,8,3,
6728,祋,duì,D,8,3,
6729,祊,bēng,B,8,3,
6730,𫍣,tóng,T,8,3,
6731,𬣳,hěn,H,8,3,
6732,𬩽,xún,X,9,3,
6733,鸤,shī,S,8,3,
6734,弢,tāo,T,8,3,
6735,弨,chāo,C,8,3,
6736,陑,ér,É,8,3,
6737,𬮿,gài,G,9,3,
6738,陎,shū,S,8,3,
6739,𬯀,jī,J,9,3,
6740,卺,jǐn,J,8,3,
6741,乸,nǎ,N,8,3,
6742,妭,bá,B,8,3,
6743,姈,líng,L,8,3,
6744,𫰛,xíng,X,8,3,
6745,迳,jìng,J,8,3,
6746,叕,zhuó,Z,8,3,
6747,𬳵,pī,P,8,3,
6748,驵,zǎng,Z,8,3,
6749,𬳶,jiōng,J,8,3,
6750,䌹,jiǒng,J,11,3,
6751,驺,zōu,Z,8,3,
6752,𫠊,xuán,X,8,3,
6753,绋,fú,F,8,3,
6754,绐,dài,D,8,3,
6755,砉,huā,H,9,3,
6756,耔,zǐ,Z,9,3,
6757,㛃,jié,J,9,3,
6758,玶,píng,P,9,3,
6759,珇,zǔ,Z,9,3,
6760,珅,shēn,S,9,3,
6761,𬍛,lì,L,9,3,
6762,珋,liǔ,L,9,3,
6763,玹,xuán,X,9,3,
6764,珌,bì,B,9,3,
6765,玿,sháo,S,9,3,
6766,韨,fú,F,9,3,
6767,垚,yáo,Y,9,3,
6768,垯,da,D,9,3,
6769,垙,guāng,G,9,3,
6770,垲,kǎi,K,9,3,
6771,埏,shān,S,9,3,
6772,垍,jì,J,9,3,
6773,耇,gǒu,G,9,3,
6774,鿍,gàng,G,9,3,
6775,垎,hè,H,9,3,
6776,垴,nǎo,N,9,3,
6777,垟,yáng,Y,9,3,
6778,垞,chá,C,9,3,
6779,挓,zhā,Z,9,3,
6780,垵,ān,Ā,9,3,
6781,垏,lǜ,L,9,3,
6782,拶,zā|zǎn,Z,9,3,2
6783,荖,lǎo,L,9,3,
6784,荁,huán,H,9,3,
6785,荙,dá,D,9,3,
6786,荛,ráo,R,9,3,
6787,茈,cí|zǐ,C,9,3,2
6788,茽,zhòng,Z,9,3,
6789,荄,gāi,G,9,3,
6790,茺,chōng,C,9,3,
6791,𬜬,màn,M,9,3,
6792,荓,píng,P,9,3,
6793,茳,jiāng,J,9,3,
6794,𦰡,nà|nuó,N,11,3,2
6795,茛,gèn,G,9,3,
6796,荭,hóng,H,9,3,
6797,㭕,qū,Q,9,3,
6798,柷,zhù,Z,9,3,
6799,柃,líng,L,9,3,
6800,柊,zhōng,Z,9,3,
6801,枹,bāo,B,9,3,
6802,栐,yǒng,Y,9,3,
6803,柖,sháo,S,9,3,
6804,郚,wú,W,9,3,
6805,剅,lóu,L,9,3,
6806,䴓,shī,S,15,3,
6807,迺,nǎi,N,9,3,
6808,厖,máng,M,9,3,
6809,砆,fū,F,9,3,
6810,砑,yà,Y,9,3,
6811,砄,jué,J,9,3,
6812,耏,ér|nài,É,9,3,2
6813,奓,zhā,Z,9,3,
6814,䶮,yǎn,Y,9,3,
6815,轵,zhǐ,Z,9,3,
6816,轷,hū,H,9,3,
6817,轹,lì,L,9,3,
6818,轺,yáo,Y,9,3,
6819,昺,bǐng,B,9,3,
6820,𪾢,xiàn,X,9,3,
6821,昽,lóng,L,9,3,
6822,盷,tián,T,9,3,
6823,咡,èr,È,9,3,
6824,咺,xuān,X,9,3,
6825,昳,dié,D,9,3,
6826,昣,zhěn,Z,9,3,
6827,哒,dā,D,9,3,
6828,昤,líng,L,9,3,
6829,昫,xù,X,9,3,
6830,昡,xuàn,X,9,3,
6831,咥,xì,X,9,3,
6832,昪,biàn,B,9,3,
6833,虷,gān|hán,G,9,3,2
6834,虸,zǐ,Z,9,3,
6835,哃,tóng,T,9,3,
6836,峘,huán,H,9,3,
6837,耑,duān,D,9,3,
6838,峛,liè,L,9,3,
6839,𪨰,qū,Q,9,3,
6840,峗,wéi,W,9,3,
6841,峧,jiāo,J,9,3,
6842,帡,píng,P,9,3,
6843,钘,xíng,X,9,3,
6844,𫓧,fū,F,9,3,
6845,钜,jù,J,9,3,
6846,𬬮,chǎng,C,9,3,
6847,𬬱,jīn,J,9,3,
6848,𬬭,lún,L,9,3,
6849,钪,kàng,K,9,3,
6850,钬,huǒ,H,9,3,
6851,钭,dǒu,D,9,3,
6852,矧,shěn,S,9,3,
6853,秬,jù,J,9,3,
6854,俫,lái,L,9,3,
6855,舁,yú,Y,9,3,
6856,俜,pīng,P,9,3,
6857,俙,xī,X,9,3,
6858,俍,liáng,L,9,3,
6859,垕,hòu,H,9,3,
6860,衎,kàn,K,9,3,
6861,舣,yǐ,Y,9,3,
6862,弇,yǎn,Y,9,3,
6863,侴,chǒu,C,9,3,
6864,鸧,cāng,C,9,3,
6865,䏡,shì,S,9,3,
6866,胠,qū,Q,9,3,
6867,𦙶,gǔ,G,9,3,
6868,胈,bá,B,9,3,
6869,胩,kǎ,K,9,3,
6870,胣,chǐ,C,9,3,
6871,朏,fěi,F,9,3,
6872,飐,zhǎn,Z,9,3,
6873,訄,qiú,Q,9,3,
6874,饻,xī,X,9,3,
6875,庤,zhì,Z,9,3,
6876,疢,chèn,C,9,3,
6877,炣,kě,K,9,3,
6878,炟,dá,D,9,3,
6879,㶲,yòng,Y,9,3,
6880,洭,kuāng,K,9,3,
6881,洘,kǎo,K,9,3,
6882,洓,qì,Q,9,3,
6883,洿,wū,W,9,3,
6884,㳚,xù,X,9,3,
6885,泚,cǐ,C,9,3,
6886,浈,zhēn,Z,9,3,
6887,浉,shī,S,9,3,
6888,洸,guāng,G,9,3,
6889,洑,fú,F,9,3,
6890,洢,yī,Y,9,3,
6891,洈,wéi,W,9,3,
6892,洚,jiàng,J,9,3,
6893,洺,míng,M,9,3,
6894,洨,xiáo,X,9,3,
6895,浐,chǎn,C,9,3,
6896,㳘,chōng,C,9,3,
6897,洴,píng,P,9,3,
6898,洣,mǐ,M,9,3,
6899,恔,jiǎo,J,9,3,
6900,宬,chéng,C,9,3,
6901,窀,zhūn,Z,9,3,
6902,扂,diàn,D,9,3,
6903,袆,huī,H,9,3,
6904,祏,shí,S,9,3,
6905,祐,yòu,Y,9,3,
6906,祕,mì,M,9,3,
6907,叚,xiá,X,9,3,
6908,陧,niè,N,9,3,
6909,陞,shēng,S,9,3,
6910,娀,sōng,S,9,3,
6911,姞,jí,J,9,3,
6912,姱,kuā,K,9,3,
6913,姤,gòu,G,9,3,
6914,姶,è,È,9,3,
6915,姽,guǐ,G,9,3,
6916,枲,xǐ,X,9,3,
6917,绖,dié,D,9,3,
6918,骃,yīn,Y,9,3,
6919,𬘡,yīn,Y,9,3,
6920,𬳽,shēn,S,9,3,
6921,𬘩,tīng,T,9,3,
6922,𫄧,yán,Y,10,3,
6923,彖,tuàn,T,9,3,
6924,骉,biāo,B,9,3,
6925,恝,jiá,J,10,3,
6926,珪,guī,G,10,3,
6927,珛,xiù,X,10,3,
6928,珹,chéng,C,10,3,
6929,琊,yá,Y,10,3,
6930,玼,cǐ,C,10,3,
6931,珖,guāng,G,10,3,
6932,𪟝,jì,J,10,3,
6933,珽,tǐng,T,10,3,
