id,char,pinyin,initial,strokes,level,polyphonic
0765,秀,xiù,X,7,1,False
0766,私,sī,S,7,1,False
0767,每,měi,M,7,1,False
0768,兵,bīng,B,7,1,False
0769,估,gū|gù,G,7,1,True
0770,体,tī|tǐ,T,7,1,True
0771,何,hé,H,7,1,False
0772,佐,zuǒ,Z,7,1,False
0773,佑,yòu,Y,7,1,False
0774,但,dàn,D,7,1,False
0775,伸,shēn,S,7,1,False
0776,佃,diàn,D,7,1,False
0777,作,zuō|zuò,Z,7,1,True
0778,伯,bǎi|bó,B,7,1,True
0779,伶,líng,L,7,1,False
0780,佣,yōng|yòng,Y,7,1,True
0781,低,dī,D,7,1,False
0782,你,nǐ,N,7,1,False
0783,住,zhù,Z,7,1,False
0784,位,wèi,W,7,1,False
0785,伴,bàn,B,7,1,False
0786,身,shēn,S,7,1,False
0787,皂,zào,Z,7,1,False
0788,伺,cì|sì,C,7,1,True
0789,佛,fó|fú,F,7,1,True
0790,囱,cōng,C,7,1,False
0791,近,jìn,J,7,1,False
0792,彻,chè,C,7,1,False
0793,役,yì,Y,7,1,False
0794,返,fǎn,F,7,1,False
0795,余,yú,Y,7,1,False
0796,希,xī,X,7,1,False
0797,坐,zuò,Z,7,1,False
0798,谷,gǔ,G,7,1,False
0799,妥,tuǒ,T,7,1,False
0800,含,hán,H,7,1,False
0801,邻,lín,L,7,1,False
0802,岔,chà,C,7,1,False
0803,肝,gān,G,7,1,False
0804,肛,gāng,G,7,1,False
0805,肚,dǔ|dù,D,7,1,True
0806,肘,zhǒu,Z,7,1,False
0807,肠,cháng,C,7,1,False
0808,龟,guī|jūn|qiū,G,7,1,True
0809,甸,diàn,D,7,1,False
0810,免,miǎn,M,7,1,False
0811,狂,kuáng,K,7,1,False
0812,犹,yóu,Y,7,1,False
0813,狈,bèi,B,7,1,False
0814,角,jiǎo|jué,J,7,1,True
0815,删,shān,S,7,1,False
0816,条,tiáo,T,7,1,False
0817,彤,tóng,T,7,1,False
0818,卵,luǎn,L,7,1,False
0819,灸,jiǔ,J,7,1,False
0820,岛,dǎo,D,7,1,False
0821,刨,bào|páo,B,7,1,True
0822,迎,yíng,Y,7,1,False
0823,饭,fàn,F,7,1,False
0824,饮,yǐn|yìn,Y,7,1,True
0825,系,jì|xì,J,7,1,True
0826,言,yán,Y,7,1,False
0827,冻,dòng,D,7,1,False
0828,状,zhuàng,Z,7,1,False
0829,亩,mǔ,M,7,1,False
0830,况,kuàng,K,7,1,False
0831,床,chuáng,C,7,1,False
0832,库,kù,K,7,1,False
0833,庇,bì,B,7,1,False
0834,疗,liáo,L,7,1,False
0835,吝,lìn,L,7,1,False
0836,应,yīng|yìng,Y,7,1,True
0837,这,zhè,Z,7,1,False
0838,冷,lěng,L,7,1,False
0839,庐,lú,L,7,1,False
0840,序,xù,X,7,1,False
0841,辛,xīn,X,7,1,False
0842,弃,qì,Q,7,1,False
0843,冶,yě,Y,7,1,False
0844,忘,wàng,W,7,1,False
0845,闰,rùn,R,7,1,False
0846,闲,xián,X,7,1,False
0847,间,jiān|jiàn,J,7,1,True
0848,闷,mēn|mèn,M,7,1,True
0849,判,pàn,P,7,1,False
0850,兑,duì,D,7,1,False
0851,灶,zào,Z,7,1,False
0852,灿,càn,C,7,1,False
0853,灼,zhuó,Z,7,1,False
0854,弟,dì,D,7,1,False
0855,汪,wāng,W,7,1,False
0856,沐,mù,M,7,1,False
0857,沛,pèi,P,7,1,False
0858,汰,tài,T,7,1,False
0859,沥,lì,L,7,1,False
0860,沙,shā|shà,S,7,1,True
0861,汽,qì,Q,7,1,False
0862,沃,wò,W,7,1,False
0863,沦,lún,L,7,1,False
0864,汹,xiōng,X,7,1,False
0865,泛,fàn,F,7,1,False
0866,沧,cāng,C,7,1,False
0867,没,méi|mò,M,7,1,True
0868,沟,gōu,G,7,1,False
0869,沪,hù,H,7,1,False
0870,沈,shěn,S,7,1,False
0871,沉,chén,C,7,1,False
0872,沁,qìn,Q,7,1,False
0873,怀,huái,H,7,1,False
0874,忧,yōu,Y,7,1,False
0875,忱,chén,C,7,1,False
0876,快,kuài,K,7,1,False
0877,完,wán,W,7,1,False
0878,宋,sòng,S,7,1,False
0879,宏,hóng,H,7,1,False
0880,牢,láo,L,7,1,False
0881,究,jiū,J,7,1,False
0882,穷,qióng,Q,7,1,False
0883,灾,zāi,Z,7,1,False
0884,良,liáng,L,7,1,False
0885,证,zhèng,Z,7,1,False
0886,启,qǐ,Q,7,1,False
0887,评,píng,P,7,1,False
0888,补,bǔ,B,7,1,False
0889,初,chū,C,7,1,False
0890,社,shè,S,7,1,False
0891,祀,sì,S,7,1,False
0892,识,shí|zhì,S,7,1,True
0893,诈,zhà,Z,7,1,False
0894,诉,sù,S,7,1,False
0895,罕,hǎn,H,7,1,False
0896,诊,zhěn,Z,7,1,False
0897,词,cí,C,7,1,False
0898,译,yì,Y,7,1,False
0899,君,jūn,J,7,1,False
0900,灵,líng,L,7,1,False
0901,即,jí,J,7,1,False
0902,层,céng,C,7,1,False
0903,屁,pì,P,7,1,False
0904,尿,niào|suī,N,7,1,True
0905,尾,wěi|yǐ,W,7,1,True
0906,迟,chí,C,7,1,False
0907,局,jú,J,7,1,False
0908,改,gǎi,G,7,1,False
0909,张,zhāng,Z,7,1,False
0910,忌,jì,J,7,1,False
0911,际,jì,J,7,1,False
0912,陆,liù|lù,L,7,1,True
0913,阿,ā|ē,Ā,7,1,True
0914,陈,chén,C,7,1,False
0915,阻,zǔ,Z,7,1,False
0916,附,fù,F,7,1,False
0917,坠,zhuì,Z,7,1,False
0918,妓,jì,J,7,1,False
0919,妙,miào,M,7,1,False
0920,妖,yāo,Y,7,1,False
0921,姊,zǐ,Z,7,1,False
0922,妨,fáng,F,7,1,False
0923,妒,dù,D,7,1,False
0924,努,nǔ,N,7,1,False
0925,忍,rěn,R,7,1,False
0926,劲,jìn|jìng,J,7,1,True
0927,矣,yǐ,Y,7,1,False
0928,鸡,jī,J,7,1,False
0929,纬,wěi,W,7,1,False
0930,驱,qū,Q,7,1,False
0931,纯,chún,C,7,1,False
0932,纱,shā,S,7,1,False
0933,纲,gāng,G,7,1,False
0934,纳,nà,N,7,1,False
0935,驳,bó,B,7,1,False
0936,纵,zòng,Z,7,1,False
0937,纷,fēn,F,7,1,False
0938,纸,zhǐ,Z,7,1,False
0939,纹,wén,W,7,1,False
0940,纺,fǎng,F,7,1,False
0941,驴,lǘ,L,7,1,False
0942,纽,niǔ,N,7,1,False
0943,奉,fèng,F,8,1,False
0944,玩,wán,W,8,1,False
0945,环,huán,H,8,1,False
0946,武,wǔ,W,8,1,False
0947,青,qīng,Q,8,1,False
0948,责,zé,Z,8,1,False
0949,现,xiàn,X,8,1,False
0950,玫,méi,M,8,1,False
0951,表,biǎo,B,8,1,False
0952,规,guī,G,8,1,False
0953,抹,mā|mǒ|mò,M,8,1,True
0954,卦,guà,G,8,1,False
0955,坷,kē|kě,K,8,1,True
0956,坯,pī,P,8,1,False
0957,拓,tà|tuò,T,8,1,True
0958,拢,lǒng,L,8,1,False
0959,拔,bá,B,8,1,False
0960,坪,píng,P,8,1,False
0961,拣,jiǎn,J,8,1,False
0962,坦,tǎn,T,8,1,False
0963,担,dān|dàn,D,8,1,True
0964,坤,kūn,K,8,1,False
0965,押,yā,Y,8,1,False
0966,抽,chōu,C,8,1,False
0967,拐,guǎi,G,8,1,False
0968,拖,tuō,T,8,1,False
0969,者,zhě,Z,8,1,False
0970,拍,pāi,P,8,1,False
0971,顶,dǐng,D,8,1,False
0972,拆,chāi,C,8,1,False
0973,拎,līn,L,8,1,False
0974,拥,yōng,Y,8,1,False
0975,抵,dǐ,D,8,1,False
0976,拘,jū,J,8,1,False
0977,势,shì,S,8,1,False
0978,抱,bào,B,8,1,False
0979,拄,zhǔ,Z,8,1,False
0980,垃,lā,L,8,1,False
0981,拉,lā|lá,L,8,1,True
0982,拦,lán,L,8,1,False
0983,幸,xìng,X,8,1,False
0984,拌,bàn,B,8,1,False
0985,拧,níng|nǐng|nìng,N,8,1,True
0986,拂,fú,F,8,1,False
0987,拙,zhuō,Z,8,1,False
0988,招,zhāo,Z,8,1,False
0989,坡,pō,P,8,1,False
0990,披,pī,P,8,1,False
0991,拨,bō,B,8,1,False
0992,择,zé|zhái,Z,8,1,True
0993,抬,tái,T,8,1,False
0994,拇,mǔ,M,8,1,False
0995,拗,ào|niù,À,8,1,True
0996,其,qí,Q,8,1,False
0997,取,qǔ,Q,8,1,False
0998,茉,mò,M,8,1,False
0999,苦,kǔ,K,8,1,False
1000,昔,xī,X,8,1,False
1001,苛,kē,K,8,1,False
1002,若,ruò,R,8,1,False
1003,茂,mào,M,8,1,False
1004,苹,píng,P,8,1,False
1005,苗,miáo,M,8,1,False
1006,英,yīng,Y,8,1,False
1007,苟,gǒu,G,8,1,False
1008,苑,yuàn,Y,8,1,False
1009,苞,bāo,B,8,1,False
1010,范,fàn,F,9,1,False
1011,直,zhí,Z,8,1,False
1012,茁,zhuó,Z,8,1,False
1013,茄,jiā|qié,J,8,1,True
1014,茎,jīng,J,8,1,False
1015,苔,tāi|tái,T,8,1,True
1016,茅,máo,M,8,1,False
1017,枉,wǎng,W,8,1,False
1018,林,lín,L,8,1,False
1019,枝,zhī,Z,8,1,False
1020,杯,bēi,B,8,1,False
1021,枢,shū,S,8,1,False
1022,柜,guì|jǔ,G,8,1,True
1023,枚,méi,M,8,1,False
1024,析,xī,X,8,1,False
1025,板,bǎn,B,8,1,False
1026,松,sōng,S,8,1,False
1027,枪,qiāng,Q,8,1,False
1028,枫,fēng,F,8,1,False
1029,构,gòu,G,8,1,False
1030,杭,háng,H,8,1,False
1031,杰,jié,J,8,1,False
1032,述,shù,S,8,1,False
1033,枕,zhěn,Z,8,1,False
1034,丧,sāng|sàng,S,8,1,True
1035,或,huò,H,8,1,False
1036,画,huà,H,8,1,False
1037,卧,wò,W,8,1,False
1038,事,shì,S,8,1,False
1039,刺,cī|cì,C,8,1,True
1040,枣,zǎo,Z,8,1,False
1041,雨,yǔ,Y,8,1,False
1042,卖,mài,M,8,1,False
1043,郁,yù,Y,8,1,False
1044,矾,fán,F,8,1,False
1045,矿,kuàng,K,8,1,False
1046,码,mǎ,M,8,1,False
1047,厕,cè,C,8,1,False
1048,奈,nài,N,8,1,False
1049,奔,bēn|bèn,B,8,1,True
1050,奇,jī|qí,J,8,1,True
1051,奋,fèn,F,8,1,False
1052,态,tài,T,8,1,False
1053,欧,ōu,Ō,8,1,False
1054,殴,ōu,Ō,8,1,False
1055,垄,lǒng,L,8,1,False
1056,妻,qī,Q,8,1,False
1057,轰,hōng,H,8,1,False
1058,顷,qǐng,Q,8,1,False
1059,转,zhuǎn|zhuàn,Z,8,1,True
1060,斩,zhǎn,Z,8,1,False
1061,轮,lún,L,8,1,False
1062,软,ruǎn,R,8,1,False
1063,到,dào,D,8,1,False
1064,非,fēi,F,8,1,False
1065,叔,shū,S,8,1,False
1066,歧,qí,Q,8,1,False
1067,肯,kěn,K,8,1,False
1068,齿,chǐ,C,8,1,False
1069,些,xiē,X,8,1,False
1070,卓,zhuó,Z,8,1,False
1071,虎,hǔ,H,8,1,False
1072,虏,lǔ,L,8,1,False
1073,肾,shèn,S,8,1,False
1074,贤,xián,X,8,1,False
1075,尚,shàng,S,8,1,False
1076,旺,wàng,W,8,1,False
1077,具,jù,J,8,1,False
1078,味,wèi,W,8,1,False
1079,果,guǒ,G,8,1,False
1080,昆,kūn,K,8,1,False
1081,国,guó,G,8,1,False
1082,哎,āi,Ā,8,1,False
1083,咕,gū,G,8,1,False
1084,昌,chāng,C,8,1,False
1085,呵,hē,H,8,1,False
1086,畅,chàng,C,8,1,False
1087,明,míng,M,8,1,False
1088,易,yì,Y,8,1,False
1089,咙,lóng,L,8,1,False
1090,昂,áng,Á,8,1,False
1091,迪,dí,D,8,1,False
1092,典,diǎn,D,8,1,False
1093,固,gù,G,8,1,False
1094,忠,zhōng,Z,8,1,False
1095,呻,shēn,S,8,1,False
1096,咒,zhòu,Z,8,1,False
1097,咋,zǎ|zé|zhā,Z,8,1,True
1098,咐,fù,F,8,1,False
1099,呼,hū,H,8,1,False
1100,鸣,míng,M,8,1,False
1101,咏,yǒng,Y,8,1,False
1102,呢,ne|ní,N,8,1,True
1103,咄,duō,D,8,1,False
1104,咖,gā|kā,G,8,1,True
1105,岸,àn,À,8,1,False
1106,岩,yán,Y,8,1,False
1107,帖,tiē|tiě|tiè,T,8,1,True
1108,罗,luó,L,8,1,False
1109,帜,zhì,Z,8,1,False
1110,帕,pà,P,8,1,False
1111,岭,lǐng,L,8,1,False
1112,凯,kǎi,K,8,1,False
1113,败,bài,B,8,1,False
1114,账,zhàng,Z,8,1,False
1115,贩,fàn,F,8,1,False
1116,贬,biǎn,B,8,1,False
1117,购,gòu,G,8,1,False
1118,贮,zhù,Z,8,1,False
1119,图,tú,T,8,1,False
1120,钓,diào,D,8,1,False
1121,制,zhì,Z,8,1,False
1122,知,zhī,Z,8,1,False
1123,迭,dié,D,8,1,False
1124,氛,fēn,F,8,1,False
1125,垂,chuí,C,8,1,False
1126,牧,mù,M,8,1,False
1127,物,wù,W,8,1,False
1128,乖,guāi,G,8,1,False
1129,刮,guā,G,8,1,False
1130,秆,gǎn,G,8,1,False
1131,和,hé|hè|hú|huó|huò|huo,H,8,1,True
1132,季,jì,J,8,1,False
1133,委,wěi,W,8,1,False
1134,秉,bǐng,B,8,1,False
1135,佳,jiā,J,8,1,False
1136,侍,shì,S,8,1,False
1137,岳,yuè,Y,8,1,False
1138,供,gōng|gòng,G,8,1,True
1139,使,shǐ,S,8,1,False
1140,例,lì,L,8,1,False
1141,侠,xiá,X,8,1,False
1142,侥,jiǎo|yáo,J,8,1,True
1143,版,bǎn,B,8,1,False
1144,侄,zhí,Z,8,1,False
1145,侦,zhēn,Z,8,1,False
1146,侣,lǚ,L,8,1,False
1147,侧,cè,C,8,1,False
1148,凭,píng,P,8,1,False
1149,侨,qiáo,Q,8,1,False
1150,佩,pèi,P,8,1,False
1151,货,huò,H,8,1,False
1152,侈,chǐ,C,8,1,False
1153,依,yī,Y,8,1,False
1154,卑,bēi,B,8,1,False
1155,的,de|dī|dí|dì,D,8,1,True
1156,迫,pǎi|pò,P,8,1,True
1157,质,zhì,Z,8,1,False
1158,欣,xīn,X,8,1,False
1159,征,zhēng,Z,8,1,False
1160,往,wǎng,W,8,1,False
1161,爬,pá,P,8,1,False
1162,彼,bǐ,B,8,1,False
1163,径,jìng,J,8,1,False
1164,所,suǒ,S,8,1,False
1165,舍,shě|shè,S,8,1,True
1166,金,jīn,J,8,1,False
1167,刹,chà|shā,C,8,1,True
1168,命,mìng,M,8,1,False
1169,肴,yáo,Y,8,1,False
1170,斧,fǔ,F,8,1,False
1171,爸,bà,B,8,1,False
1172,采,cǎi|cài,C,8,1,True
1173,觅,mì,M,8,1,False
1174,受,shòu,S,8,1,False
1175,乳,rǔ,R,8,1,False
1176,贪,tān,T,8,1,False
1177,念,niàn,N,8,1,False
1178,贫,pín,P,8,1,False
1179,忿,fèn,F,8,1,False
1180,肤,fū,F,8,1,False
1181,肺,fèi,F,8,1,False
1182,肢,zhī,Z,8,1,False
1183,肿,zhǒng,Z,8,1,False
1184,胀,zhàng,Z,8,1,False
1185,朋,péng,P,8,1,False
1186,股,gǔ,G,8,1,False
1187,肮,āng,Ā,8,1,False
1188,肪,fáng,F,8,1,False
1189,肥,féi,F,8,1,False
1190,服,fú|fù,F,8,1,True
1191,胁,xié,X,8,1,False
1192,周,zhōu,Z,8,1,False
1193,昏,hūn,H,8,1,False
1194,鱼,yú,Y,8,1,False
1195,兔,tù,T,8,1,False
1196,狐,hú,H,8,1,False
1197,忽,hū,H,8,1,False
1198,狗,gǒu,G,8,1,False
1199,狞,níng,N,8,1,False
1200,备,bèi,B,8,1,False
1201,饰,shì,S,8,1,False
1202,饱,bǎo,B,8,1,False
1203,饲,sì,S,8,1,False
1204,变,biàn,B,8,1,False
1205,京,jīng,J,8,1,False
1206,享,xiǎng,X,8,1,False
1207,庞,páng,P,8,1,False
1208,店,diàn,D,8,1,False
1209,夜,yè,Y,8,1,False
1210,庙,miào,M,8,1,False
1211,府,fǔ,F,8,1,False
1212,底,dǐ,D,8,1,False
1213,疟,nüè|yào,N,8,1,True
1214,疙,gē,G,8,1,False
1215,疚,jiù,J,8,1,False
1216,剂,jì,J,8,1,False
1217,卒,cù|zú,C,8,1,True
1218,郊,jiāo,J,8,1,False
1219,庚,gēng,G,8,1,False
1220,废,fèi,F,8,1,False
1221,净,jìng,J,8,1,False
1222,盲,máng,M,8,1,False
1223,放,fàng,F,8,1,False
1224,刻,kè,K,8,1,False
1225,育,yù,Y,8,1,False
1226,氓,máng,M,8,1,False
1227,闸,zhá,Z,8,1,False
1228,闹,nào,N,8,1,False
1229,郑,zhèng,Z,8,1,False
1230,券,quàn|xuàn,Q,8,1,True
1231,卷,juǎn|juàn,J,8,1,True
1232,单,chán|dān|shàn,C,8,1,True
1233,炬,jù,J,8,1,False
1234,炒,chǎo,C,8,1,False
1235,炊,chuī,C,8,1,False
1236,炕,kàng,K,8,1,False
1237,炎,yán,Y,8,1,False
1238,炉,lú,L,8,1,False
1239,沫,mò,M,8,1,False
1240,浅,qiǎn,Q,8,1,False
1241,法,fǎ,F,8,1,False
1242,泄,xiè,X,8,1,False
1243,沽,gū,G,8,1,False
1244,河,hé,H,8,1,False
1245,沾,zhān,Z,8,1,False
1246,泪,lèi,L,8,1,False
1247,沮,jǔ,J,8,1,False
1248,油,yóu,Y,8,1,False
1249,泊,bó|pō,B,8,1,True
1250,沿,yán,Y,8,1,False
1251,泡,pāo|pào,P,8,1,True
1252,注,zhù,Z,8,1,False
1253,泣,qì,Q,8,1,False
1254,泞,nìng,N,8,1,False
1255,泻,xiè,X,8,1,False
1256,泌,bì|mì,B,8,1,True
1257,泳,yǒng,Y,8,1,False
1258,泥,ní|nì,N,8,1,True
1259,沸,fèi,F,8,1,False
1260,沼,zhǎo,Z,8,1,False
1261,波,bō,B,8,1,False
1262,泼,pō,P,8,1,False
1263,泽,zé,Z,8,1,False
1264,治,zhì,Z,8,1,False
1265,怔,zhèng,Z,8,1,False
1266,怯,qiè,Q,8,1,False
1267,怖,bù,B,8,1,False
1268,性,xìng,X,8,1,False
1269,怕,pà,P,8,1,False
1270,怜,lián,L,8,1,False
1271,怪,guài,G,8,1,False
1272,怡,yí,Y,8,1,False
1273,学,xué,X,8,1,False
1274,宝,bǎo,B,8,1,False
1275,宗,zōng,Z,8,1,False
1276,定,dìng,D,8,1,False
1277,宠,chǒng,C,8,1,False
1278,宜,yí,Y,8,1,False
1279,审,shěn,S,8,1,False
1280,宙,zhòu,Z,8,1,False
1281,官,guān,G,8,1,False
1282,空,kōng|kòng,K,8,1,True
1283,帘,lián,L,8,1,False
1284,宛,wǎn,W,8,1,False
1285,实,shí,S,8,1,False
1286,试,shì,S,8,1,False
1287,郎,láng|làng,L,8,1,True
1288,诗,shī,S,8,1,False
1289,肩,jiān,J,8,1,False
1290,房,fáng,F,8,1,False
1291,诚,chéng,C,8,1,False
1292,衬,chèn,C,8,1,False
1293,衫,shān,S,8,1,False
1294,视,shì,S,8,1,False
1295,祈,qí,Q,8,1,False
1296,话,huà,H,8,1,False
1297,诞,dàn,D,8,1,False
1298,诡,guǐ,G,8,1,False
1299,询,xún,X,8,1,False
1300,该,gāi,G,8,1,False
1301,详,xiáng,X,8,1,False
1302,建,jiàn,J,8,1,False
1303,肃,sù,S,8,1,False
1304,录,lù,L,8,1,False
1305,隶,lì,L,8,1,False
1306,帚,zhǒu,Z,8,1,False
1307,屉,tì,T,8,1,False
1308,居,jū,J,8,1,False
1309,届,jiè,J,8,1,False
1310,刷,shuā|shuà,S,8,1,True
1311,屈,qū,Q,8,1,False
1312,弧,hú,H,8,1,False
1313,弥,mí,M,8,1,False
1314,弦,xián,X,8,1,False
1315,承,chéng,C,8,1,False
1316,孟,mèng,M,8,1,False
1317,陋,lòu,L,8,1,False
1318,陌,mò,M,8,1,False
1319,孤,gū,G,8,1,False
1320,陕,shǎn,S,8,1,False
1321,降,jiàng|xiáng,J,8,1,True
1322,函,hán,H,8,1,False
1323,限,xiàn,X,8,1,False
1324,妹,mèi,M,8,1,False
1325,姑,gū,G,8,1,False
1326,姐,jiě,J,8,1,False
1327,姓,xìng,X,8,1,False
1328,妮,nī,N,8,1,False
1329,始,shǐ,S,8,1,False
1330,姆,mǔ,M,8,1,False
1331,迢,tiáo,T,8,1,False
1332,驾,jià,J,8,1,False
1333,叁,sān,S,8,1,False
1334,参,cān|cēn|shēn,C,8,1,True
1335,艰,jiān,J,8,1,False
1336,线,xiàn,X,8,1,False
1337,练,liàn,L,8,1,False
1338,组,zǔ,Z,8,1,False
1339,绅,shēn,S,8,1,False
1340,细,xì,X,8,1,False
1341,驶,shǐ,S,8,1,False
1342,织,zhī,Z,8,1,False
1343,驹,jū,J,8,1,False
1344,终,zhōng,Z,8,1,False
1345,驻,zhù,Z,8,1,False
1346,绊,bàn,B,8,1,False
1347,驼,tuó,T,8,1,False
1348,绍,shào,S,8,1,False
1349,绎,yì,Y,8,1,False
1350,经,jīng|jìng,J,8,1,True
1351,贯,guàn,G,8,1,False
1352,契,qì,Q,9,1,False
1353,贰,èr,È,9,1,False
1354,奏,zòu,Z,9,1,False
1355,春,chūn,C,9,1,False
1356,帮,bāng,B,9,1,False
1357,玷,diàn,D,9,1,False
1358,珍,zhēn,Z,9,1,False
1359,玲,líng,L,9,1,False
1360,珊,shān,S,9,1,False
1361,玻,bō,B,9,1,False
1362,毒,dú,D,9,1,False
1363,型,xíng,X,9,1,False
1364,拭,shì,S,9,1,False
1365,挂,guà,G,9,1,False
1366,封,fēng,F,9,1,False
1367,持,chí,C,9,1,False
1368,拷,kǎo,K,9,1,False
1369,拱,gǒng,G,9,1,False
1370,项,xiàng,X,9,1,False
1371,垮,kuǎ,K,9,1,False
1372,挎,kuà,K,9,1,False
1373,城,chéng,C,9,1,False
1374,挟,xié,X,9,1,False
1375,挠,náo,N,9,1,False
1376,政,zhèng,Z,9,1,False
1377,赴,fù,F,9,1,False
1378,赵,zhào,Z,9,1,False
1379,挡,dǎng|dàng,D,9,1,True
1380,拽,zhuài,Z,9,1,False
1381,哉,zāi,Z,9,1,False
1382,挺,tǐng,T,9,1,False
1383,括,kuò,K,9,1,False
1384,垢,gòu,G,9,1,False
1385,拴,shuān,S,9,1,False
1386,拾,shè|shí,S,9,1,True
1387,挑,tiāo|tiǎo,T,9,1,True
1388,垛,duǒ|duò,D,9,1,True
1389,指,zhǐ,Z,9,1,False
1390,垫,diàn,D,9,1,False
1391,挣,zhēng|zhèng,Z,9,1,True
1392,挤,jǐ,J,9,1,False
1393,拼,pīn,P,9,1,False
1394,挖,wā,W,9,1,False
1395,按,àn,À,9,1,False
1396,挥,huī,H,9,1,False
1397,挪,nuó,N,9,1,False
1398,拯,zhěng,Z,9,1,False
1399,某,mǒu,M,9,1,False
1400,甚,shèn,S,9,1,False
1401,荆,jīng,J,9,1,False
1402,茸,róng,R,9,1,False
1403,革,gé,G,9,1,False
1404,茬,chá,C,9,1,False
1405,荐,jiàn,J,9,1,False
1406,巷,hàng|xiàng,H,9,1,True
1407,带,dài,D,9,1,False
1408,草,cǎo,C,9,1,False
1409,茧,jiǎn,J,9,1,False
1410,茵,yīn,Y,9,1,False
1411,茶,chá,C,9,1,False
1412,荒,huāng,H,9,1,False
1413,茫,máng,M,9,1,False
1414,荡,dàng,D,9,1,False
1415,荣,róng,R,9,1,False
1416,荤,hūn,H,9,1,False
1417,荧,yíng,Y,10,1,False
1418,故,gù,G,9,1,False
1419,胡,hú,H,9,1,False
1420,荫,yīn|yìn,Y,9,1,True
1421,荔,lì,L,9,1,False
1422,南,nā|nán,N,9,1,True
1423,药,yào,Y,9,1,False
1424,标,biāo,B,9,1,False
1425,栈,zhàn,Z,9,1,False
1426,柑,gān,G,9,1,False
1427,枯,kū,K,9,1,False
1428,柄,bǐng,B,9,1,False
1429,栋,dòng,D,9,1,False
1430,相,xiāng|xiàng,X,9,1,True
1431,查,chá|zhā,C,9,1,True
1432,柏,bǎi|bó,B,9,1,True
1433,栅,shān|zhà,S,9,1,True
1434,柳,liǔ,L,9,1,False
1435,柱,zhù,Z,9,1,False
1436,柿,shì,S,9,1,False
1437,栏,lán,L,9,1,False
1438,柠,níng,N,9,1,False
1439,树,shù,S,9,1,False
1440,勃,bó,B,9,1,False
1441,要,yāo|yào,Y,9,1,True
1442,柬,jiǎn,J,9,1,False
1443,咸,xián,X,9,1,False
1444,威,wēi,W,9,1,False
1445,歪,wāi,W,9,1,False
1446,研,yán,Y,9,1,False
1447,砖,zhuān,Z,9,1,False
1448,厘,lí,L,9,1,False
1449,厚,hòu,H,9,1,False
1450,砌,qì,Q,9,1,False
1451,砂,shā,S,9,1,False
1452,泵,bèng,B,9,1,False
1453,砚,yàn,Y,9,1,False
1454,砍,kǎn,K,9,1,False
1455,面,miàn,M,9,1,False
1456,耐,nài,N,9,1,False
1457,耍,shuǎ,S,9,1,False
1458,牵,qiān,Q,9,1,False
1459,鸥,ōu,Ō,9,1,False
1460,残,cán,C,9,1,False
1461,殃,yāng,Y,9,1,False
1462,轴,zhóu|zhòu,Z,9,1,True
1463,轻,qīng,Q,9,1,False
1464,鸦,yā,Y,9,1,False
1465,皆,jiē,J,9,1,False
1466,韭,jiǔ,J,9,1,False
1467,背,bēi|bèi,B,9,1,True
1468,战,zhàn,Z,9,1,False
1469,点,diǎn,D,9,1,False
1470,虐,nüè,N,9,1,False
1471,临,lín,L,9,1,False
1472,览,lǎn,L,9,1,False
1473,竖,shù,S,9,1,False
1474,省,shěng|xǐng,S,9,1,True
1475,削,xiāo|xuē,X,9,1,True
1476,尝,cháng,C,9,1,False
1477,昧,mèi,M,9,1,False
1478,盹,dǔn,D,9,1,False
1479,是,shì,S,9,1,False
1480,盼,pàn,P,9,1,False
1481,眨,zhǎ,Z,9,1,False
1482,哇,wā|wa,W,9,1,True
1483,哄,hōng|hǒng|hòng,H,9,1,True
1484,哑,yā|yǎ,Y,9,1,True
1485,显,xiǎn,X,9,1,False
1486,冒,mào,M,9,1,False
1487,映,yìng,Y,9,1,False
1488,星,xīng,X,9,1,False
1489,昨,zuó,Z,9,1,False
1490,咧,liē|liě,L,9,1,True
1491,昭,zhāo,Z,9,1,False
1492,畏,wèi,W,9,1,False
1493,趴,pā,P,9,1,False
1494,胃,wèi,W,9,1,False
1495,贵,guì,G,9,1,False
1496,界,jiè,J,9,1,False
1497,虹,hóng|jiàng,H,9,1,True
1498,虾,xiā,X,9,1,False
1499,蚁,yǐ,Y,9,1,False
1500,思,sī,S,9,1,False
1501,蚂,mǎ|mà,M,9,1,True
1502,虽,suī,S,9,1,False
1503,品,pǐn,P,9,1,False
1504,咽,yān|yàn|yè,Y,9,1,True
1505,骂,mà,M,9,1,False
1506,勋,xūn,X,9,1,False
1507,哗,huā|huá,H,9,1,True
1508,咱,zán,Z,9,1,False
1509,响,xiǎng,X,9,1,False
1510,哈,hā|hǎ|hà,H,9,1,True
1511,哆,duō,D,9,1,False
1512,咬,yǎo,Y,9,1,False
1513,咳,hāi|ké,H,9,1,True
1514,咪,mī|mǐ,M,9,1,True
1515,哪,nǎ|na|né,N,9,1,True
1516,哟,yō|yo,Y,9,1,True
1517,炭,tàn,T,9,1,False
1518,峡,xiá,X,9,1,False
1519,罚,fá,F,9,1,False
1520,贱,jiàn,J,9,1,False
1521,贴,tiē,T,9,1,False
1522,贻,yí,Y,9,1,False
1523,骨,gū|gǔ,G,10,1,True
1524,幽,yōu,Y,9,1,False
1525,钙,gài,G,9,1,False
